match_id,participant_id,participant_name
ESPORTSTMNT02_3045877,6,Zeus
ESPORTSTMNT02_3045877,7,Oner
ESPORTSTMNT02_3045877,8,Faker
ESPORTSTMNT02_3045877,9,Gumayusi
ESPORTSTMNT02_3045877,10,Keria
ESPORTSTMNT02_3047499,1,369
ESPORTSTMNT02_3047499,2,Kanavi
ESPORTSTMNT02_3047499,3,Yagao
ESPORTSTMNT02_3047499,4,Hope
ESPORTSTMNT02_3047499,5,MISSING
ESPORTSTMNT02_3047499,6,Nuguri
ESPORTSTMNT02_3047499,7,Canyon
ESPORTSTMNT02_3047499,8,ShowMaker
ESPORTSTMNT02_3047499,9,deokdam
ESPORTSTMNT02_3047499,10,Kellin
ESPORTSTMNT02_3047802,1,Ssumday
ESPORTSTMNT02_3047802,2,Closer
ESPORTSTMNT02_3047802,3,Abbedagge
ESPORTSTMNT02_3047802,4,FBI
ESPORTSTMNT02_3047802,5,huhi
ESPORTSTMNT02_3047802,6,Rest
ESPORTSTMNT02_3047802,7,Gemini
ESPORTSTMNT02_3047802,8,Mission
ESPORTSTMNT02_3047802,9,Shunn
ESPORTSTMNT02_3047802,10,Koala
ESPORTSTMNT02_3047839,1,Rest
ESPORTSTMNT02_3047839,2,Gemini
ESPORTSTMNT02_3047839,3,Mission
ESPORTSTMNT02_3047839,4,Shunn
ESPORTSTMNT02_3047839,5,Koala
ESPORTSTMNT02_3047839,6,Doran
ESPORTSTMNT02_3047839,7,Peanut
ESPORTSTMNT02_3047839,8,Chovy
ESPORTSTMNT02_3047839,9,Ruler
ESPORTSTMNT02_3047839,10,Lehends
ESPORTSTMNT02_3047847,1,Breathe
ESPORTSTMNT02_3047847,2,Wei
ESPORTSTMNT02_3047847,3,Xiaohu
ESPORTSTMNT02_3047847,4,GALA
ESPORTSTMNT02_3047847,5,Ming
ESPORTSTMNT02_3047847,6,Ssumday
ESPORTSTMNT02_3047847,7,Closer
ESPORTSTMNT02_3047847,8,Abbedagge
ESPORTSTMNT02_3047847,9,FBI
ESPORTSTMNT02_3047847,10,huhi
ESPORTSTMNT02_3047861,1,Doran
ESPORTSTMNT02_3047861,2,Peanut
ESPORTSTMNT02_3047861,3,Chovy
ESPORTSTMNT02_3047861,4,Ruler
ESPORTSTMNT02_3047861,5,Lehends
ESPORTSTMNT02_3047861,6,Ssumday
ESPORTSTMNT02_3047861,7,Closer
ESPORTSTMNT02_3047861,8,Abbedagge
ESPORTSTMNT02_3047861,9,FBI
ESPORTSTMNT02_3047861,10,huhi
ESPORTSTMNT02_3047878,1,Rest
ESPORTSTMNT02_3047878,2,Gemini
ESPORTSTMNT02_3047878,3,Mission
ESPORTSTMNT02_3047878,4,Atlen
ESPORTSTMNT02_3047878,5,Koala
ESPORTSTMNT02_3047878,6,Breathe
ESPORTSTMNT02_3047878,7,Wei
ESPORTSTMNT02_3047878,8,Xiaohu
ESPORTSTMNT02_3047878,9,GALA
ESPORTSTMNT02_3047878,10,Ming
ESPORTSTMNT02_3047898,1,Breathe
ESPORTSTMNT02_3047898,2,Wei
ESPORTSTMNT02_3047898,3,Xiaohu
ESPORTSTMNT02_3047898,4,GALA
ESPORTSTMNT02_3047898,5,Ming
ESPORTSTMNT02_3047898,6,Doran
ESPORTSTMNT02_3047898,7,Peanut
ESPORTSTMNT02_3047898,8,Chovy
ESPORTSTMNT02_3047898,9,Ruler
ESPORTSTMNT02_3047898,10,Lehends
ESPORTSTMNT02_3047918,1,Doran
ESPORTSTMNT02_3047918,2,Peanut
ESPORTSTMNT02_3047918,3,Chovy
ESPORTSTMNT02_3047918,4,Ruler
ESPORTSTMNT02_3047918,5,Lehends
ESPORTSTMNT02_3047918,6,Breathe
ESPORTSTMNT02_3047918,7,Wei
ESPORTSTMNT02_3047918,8,Xiaohu
ESPORTSTMNT02_3047918,9,GALA
ESPORTSTMNT02_3047918,10,Ming
ESPORTSTMNT02_3048340,1,369
ESPORTSTMNT02_3048340,2,Kanavi
ESPORTSTMNT02_3048340,3,Yagao
ESPORTSTMNT02_3048340,4,Hope
ESPORTSTMNT02_3048340,5,MISSING
ESPORTSTMNT02_3048340,6,Odoamne
ESPORTSTMNT02_3048340,7,Malrang
ESPORTSTMNT02_3048340,8,Larssen
ESPORTSTMNT02_3048340,9,Comp
ESPORTSTMNT02_3048340,10,Trymbi
ESPORTSTMNT02_3048354,1,Odoamne
ESPORTSTMNT02_3048354,2,Malrang
ESPORTSTMNT02_3048354,3,Larssen
ESPORTSTMNT02_3048354,4,Comp
ESPORTSTMNT02_3048354,5,Trymbi
ESPORTSTMNT02_3048354,6,369
ESPORTSTMNT02_3048354,7,Kanavi
ESPORTSTMNT02_3048354,8,Yagao
ESPORTSTMNT02_3048354,9,Hope
ESPORTSTMNT02_3048354,10,MISSING
ESPORTSTMNT02_3048364,1,Odoamne
ESPORTSTMNT02_3048364,2,Malrang
ESPORTSTMNT02_3048364,3,Larssen
ESPORTSTMNT02_3048364,4,Comp
ESPORTSTMNT02_3048364,5,Trymbi
ESPORTSTMNT02_3048364,6,369
ESPORTSTMNT02_3048364,7,Kanavi
ESPORTSTMNT02_3048364,8,Yagao
ESPORTSTMNT02_3048364,9,Hope
ESPORTSTMNT02_3048364,10,MISSING
ESPORTSTMNT02_3048468,1,Zeus
ESPORTSTMNT02_3048468,2,Oner
ESPORTSTMNT02_3048468,3,Faker
ESPORTSTMNT02_3048468,4,Gumayusi
ESPORTSTMNT02_3048468,5,Keria
ESPORTSTMNT02_3048468,6,Breathe
ESPORTSTMNT02_3048468,7,Wei
ESPORTSTMNT02_3048468,8,Xiaohu
ESPORTSTMNT02_3048468,9,GALA
ESPORTSTMNT02_3048468,10,Ming
ESPORTSTMNT02_3048492,1,Breathe
ESPORTSTMNT02_3048492,2,Wei
ESPORTSTMNT02_3048492,3,Xiaohu
ESPORTSTMNT02_3048492,4,GALA
ESPORTSTMNT02_3048492,5,Ming
ESPORTSTMNT02_3048492,6,Zeus
ESPORTSTMNT02_3048492,7,Oner
ESPORTSTMNT02_3048492,8,Faker
ESPORTSTMNT02_3048492,9,Gumayusi
ESPORTSTMNT02_3048492,10,Keria
ESPORTSTMNT02_3048494,1,Breathe
ESPORTSTMNT02_3048494,2,Wei
ESPORTSTMNT02_3048494,3,Xiaohu
ESPORTSTMNT02_3048494,4,GALA
ESPORTSTMNT02_3048494,5,Ming
ESPORTSTMNT02_3048494,6,Zeus
ESPORTSTMNT02_3048494,7,Oner
ESPORTSTMNT02_3048494,8,Faker
ESPORTSTMNT02_3048494,9,Gumayusi
ESPORTSTMNT02_3048494,10,Keria
ESPORTSTMNT02_3048616,1,Doran
ESPORTSTMNT02_3048616,2,Peanut
ESPORTSTMNT02_3048616,3,Chovy
ESPORTSTMNT02_3048616,4,Ruler
ESPORTSTMNT02_3048616,5,Lehends
ESPORTSTMNT02_3048616,6,Nuguri
ESPORTSTMNT02_3048616,7,Canyon
ESPORTSTMNT02_3048616,8,ShowMaker
ESPORTSTMNT02_3048616,9,deokdam
ESPORTSTMNT02_3048616,10,Kellin
ESPORTSTMNT02_3048629,1,Nuguri
ESPORTSTMNT02_3048629,2,Canyon
ESPORTSTMNT02_3048629,3,ShowMaker
ESPORTSTMNT02_3048629,4,deokdam
ESPORTSTMNT02_3048629,5,Kellin
ESPORTSTMNT02_3048629,6,Doran
ESPORTSTMNT02_3048629,7,Peanut
ESPORTSTMNT02_3048629,8,Chovy
ESPORTSTMNT02_3048629,9,Ruler
ESPORTSTMNT02_3048629,10,Lehends
ESPORTSTMNT02_3048640,1,Nuguri
ESPORTSTMNT02_3048640,2,Canyon
ESPORTSTMNT02_3048640,3,ShowMaker
ESPORTSTMNT02_3048640,4,deokdam
ESPORTSTMNT02_3048640,5,Kellin
ESPORTSTMNT02_3048640,6,Doran
ESPORTSTMNT02_3048640,7,Peanut
ESPORTSTMNT02_3048640,8,Chovy
ESPORTSTMNT02_3048640,9,Ruler
ESPORTSTMNT02_3048640,10,Lehends
ESPORTSTMNT02_3048649,1,Doran
ESPORTSTMNT02_3048649,2,Peanut
ESPORTSTMNT02_3048649,3,Chovy
ESPORTSTMNT02_3048649,4,Ruler
ESPORTSTMNT02_3048649,5,Lehends
ESPORTSTMNT02_3048649,6,Nuguri
ESPORTSTMNT02_3048649,7,Canyon
ESPORTSTMNT02_3048649,8,ShowMaker
ESPORTSTMNT02_3048649,9,deokdam
ESPORTSTMNT02_3048649,10,Kellin
ESPORTSTMNT02_3048651,1,Doran
ESPORTSTMNT02_3048651,2,Peanut
ESPORTSTMNT02_3048651,3,Chovy
ESPORTSTMNT02_3048651,4,Ruler
ESPORTSTMNT02_3048651,5,Lehends
ESPORTSTMNT02_3048651,6,Nuguri
ESPORTSTMNT02_3048651,7,Canyon
ESPORTSTMNT02_3048651,8,ShowMaker
ESPORTSTMNT02_3048651,9,deokdam
ESPORTSTMNT02_3048651,10,Kellin
ESPORTSTMNT02_3048763,1,Kingen
ESPORTSTMNT02_3048763,2,Pyosik
ESPORTSTMNT02_3048763,3,Zeka
ESPORTSTMNT02_3048763,4,Deft
ESPORTSTMNT02_3048763,5,BeryL
ESPORTSTMNT02_3048763,6,Flandre
ESPORTSTMNT02_3048763,7,Jiejie
ESPORTSTMNT02_3048763,8,Scout
ESPORTSTMNT02_3048763,9,Viper
ESPORTSTMNT02_3048763,10,Meiko
ESPORTSTMNT02_3048774,1,Kingen
ESPORTSTMNT02_3048774,2,Pyosik
ESPORTSTMNT02_3048774,3,Zeka
ESPORTSTMNT02_3048774,4,Deft
ESPORTSTMNT02_3048774,5,BeryL
ESPORTSTMNT02_3048774,6,Flandre
ESPORTSTMNT02_3048774,7,Jiejie
ESPORTSTMNT02_3048774,8,Scout
ESPORTSTMNT02_3048774,9,Viper
ESPORTSTMNT02_3048774,10,Meiko
ESPORTSTMNT02_3048779,1,Kingen
ESPORTSTMNT02_3048779,2,Pyosik
ESPORTSTMNT02_3048779,3,Zeka
ESPORTSTMNT02_3048779,4,Deft
ESPORTSTMNT02_3048779,5,BeryL
ESPORTSTMNT02_3048779,6,Flandre
ESPORTSTMNT02_3048779,7,Jiejie
ESPORTSTMNT02_3048779,8,Scout
ESPORTSTMNT02_3048779,9,Viper
ESPORTSTMNT02_3048779,10,Meiko
ESPORTSTMNT02_3048784,1,Flandre
ESPORTSTMNT02_3048784,2,Jiejie
ESPORTSTMNT02_3048784,3,Scout
ESPORTSTMNT02_3048784,4,Viper
ESPORTSTMNT02_3048784,5,Meiko
ESPORTSTMNT02_3048784,6,Kingen
ESPORTSTMNT02_3048784,7,Pyosik
ESPORTSTMNT02_3048784,8,Zeka
ESPORTSTMNT02_3048784,9,Deft
ESPORTSTMNT02_3048784,10,BeryL
ESPORTSTMNT02_3048787,1,Flandre
ESPORTSTMNT02_3048787,2,Jiejie
ESPORTSTMNT02_3048787,3,Scout
ESPORTSTMNT02_3048787,4,Viper
ESPORTSTMNT02_3048787,5,Meiko
ESPORTSTMNT02_3048787,6,Kingen
ESPORTSTMNT02_3048787,7,Pyosik
ESPORTSTMNT02_3048787,8,Zeka
ESPORTSTMNT02_3048787,9,Deft
ESPORTSTMNT02_3048787,10,BeryL
ESPORTSTMNT02_3052761,1,Hasmed
ESPORTSTMNT02_3052761,2,BeanJ
ESPORTSTMNT02_3052761,3,Froggy
ESPORTSTMNT02_3052761,4,Shogun
ESPORTSTMNT02_3052761,5,Taki
ESPORTSTMNT02_3052761,6,ADD
ESPORTSTMNT02_3052761,7,Grell
ESPORTSTMNT02_3052761,8,Seiya
ESPORTSTMNT02_3052761,9,Gavotto
ESPORTSTMNT02_3052761,10,Jelly
ESPORTSTMNT02_3052797,1,Evi
ESPORTSTMNT02_3052797,2,Steal
ESPORTSTMNT02_3052797,3,Yaharong
ESPORTSTMNT02_3052797,4,Yutapon
ESPORTSTMNT02_3052797,5,Harp
ESPORTSTMNT02_3052797,6,Topoon
ESPORTSTMNT02_3052797,7,Mir
ESPORTSTMNT02_3052797,8,Tally
ESPORTSTMNT02_3052797,9,Raes
ESPORTSTMNT02_3052797,10,Aladoric
ESPORTSTMNT02_3052843,1,Kingen
ESPORTSTMNT02_3052843,2,Juhan
ESPORTSTMNT02_3052843,3,Zeka
ESPORTSTMNT02_3052843,4,Deft
ESPORTSTMNT02_3052843,5,BeryL
ESPORTSTMNT02_3052843,6,Hasmed
ESPORTSTMNT02_3052843,7,BeanJ
ESPORTSTMNT02_3052843,8,Froggy
ESPORTSTMNT02_3052843,9,Shogun
ESPORTSTMNT02_3052843,10,Taki
ESPORTSTMNT02_3052853,1,Armut
ESPORTSTMNT02_3052853,2,Elyoya
ESPORTSTMNT02_3052853,3,Nisqy
ESPORTSTMNT02_3052853,4,UNF0RGIVEN
ESPORTSTMNT02_3052853,5,Kaiser
ESPORTSTMNT02_3052853,6,Breathe
ESPORTSTMNT02_3052853,7,Wei
ESPORTSTMNT02_3052853,8,Xiaohu
ESPORTSTMNT02_3052853,9,GALA
ESPORTSTMNT02_3052853,10,Ming
ESPORTSTMNT02_3052865,1,StarScreen
ESPORTSTMNT02_3052865,2,Ferret
ESPORTSTMNT02_3052865,3,Serin
ESPORTSTMNT02_3052865,4,HolyPhoenix
ESPORTSTMNT02_3052865,5,Farfetch
ESPORTSTMNT02_3052865,6,Kingen
ESPORTSTMNT02_3052865,7,Juhan
ESPORTSTMNT02_3052865,8,Zeka
ESPORTSTMNT02_3052865,9,Deft
ESPORTSTMNT02_3052865,10,BeryL
ESPORTSTMNT02_3053150,1,Robo
ESPORTSTMNT02_3053150,2,Croc
ESPORTSTMNT02_3053150,3,tinowns
ESPORTSTMNT02_3053150,4,Brance
ESPORTSTMNT02_3053150,5,Ceos
ESPORTSTMNT02_3053150,6,Wunder
ESPORTSTMNT02_3053150,7,Razork
ESPORTSTMNT02_3053150,8,Humanoid
ESPORTSTMNT02_3053150,9,Upset
ESPORTSTMNT02_3053150,10,Hylissang
ESPORTSTMNT02_3053187,1,Armut
ESPORTSTMNT02_3053187,2,Elyoya
ESPORTSTMNT02_3053187,3,Nisqy
ESPORTSTMNT02_3053187,4,UNF0RGIVEN
ESPORTSTMNT02_3053187,5,Kaiser
ESPORTSTMNT02_3053187,6,Hasmed
ESPORTSTMNT02_3053187,7,BeanJ
ESPORTSTMNT02_3053187,8,Froggy
ESPORTSTMNT02_3053187,9,Shogun
ESPORTSTMNT02_3053187,10,Taki
ESPORTSTMNT02_3053204,1,Likai
ESPORTSTMNT02_3053204,2,Husha
ESPORTSTMNT02_3053204,3,Minji
ESPORTSTMNT02_3053204,4,Wako
ESPORTSTMNT02_3053204,5,LanPeiFang
ESPORTSTMNT02_3053204,6,Evi
ESPORTSTMNT02_3053204,7,Steal
ESPORTSTMNT02_3053204,8,Yaharong
ESPORTSTMNT02_3053204,9,Yutapon
ESPORTSTMNT02_3053204,10,Harp
ESPORTSTMNT02_3053238,1,Impact
ESPORTSTMNT02_3053238,2,Inspired
ESPORTSTMNT02_3053238,3,Jojopyun
ESPORTSTMNT02_3053238,4,Kaori
ESPORTSTMNT02_3053238,5,VULCAN
ESPORTSTMNT02_3053238,6,Topoon
ESPORTSTMNT02_3053238,7,Mir
ESPORTSTMNT02_3053238,8,Tally
ESPORTSTMNT02_3053238,9,Raes
ESPORTSTMNT02_3053238,10,Aladoric
ESPORTSTMNT02_3053254,1,Breathe
ESPORTSTMNT02_3053254,2,Wei
ESPORTSTMNT02_3053254,3,Xiaohu
ESPORTSTMNT02_3053254,4,GALA
ESPORTSTMNT02_3053254,5,Ming
ESPORTSTMNT02_3053254,6,ADD
ESPORTSTMNT02_3053254,7,Grell
ESPORTSTMNT02_3053254,8,Seiya
ESPORTSTMNT02_3053254,9,Gavotto
ESPORTSTMNT02_3053254,10,Jelly
ESPORTSTMNT02_3053274,1,Topoon
ESPORTSTMNT02_3053274,2,Mir
ESPORTSTMNT02_3053274,3,Tally
ESPORTSTMNT02_3053274,4,Raes
ESPORTSTMNT02_3053274,5,Aladoric
ESPORTSTMNT02_3053274,6,Liang
ESPORTSTMNT02_3053274,7,Husha
ESPORTSTMNT02_3053274,8,Minji
ESPORTSTMNT02_3053274,9,Wako
ESPORTSTMNT02_3053274,10,LanPeiFang
ESPORTSTMNT02_3053295,1,Breathe
ESPORTSTMNT02_3053295,2,Wei
ESPORTSTMNT02_3053295,3,Xiaohu
ESPORTSTMNT02_3053295,4,GALA
ESPORTSTMNT02_3053295,5,Ming
ESPORTSTMNT02_3053295,6,StarScreen
ESPORTSTMNT02_3053295,7,Ferret
ESPORTSTMNT02_3053295,8,Serin
ESPORTSTMNT02_3053295,9,HolyPhoenix
ESPORTSTMNT02_3053295,10,Farfetch
ESPORTSTMNT02_3053311,1,ADD
ESPORTSTMNT02_3053311,2,Grell
ESPORTSTMNT02_3053311,3,Seiya
ESPORTSTMNT02_3053311,4,Gavotto
ESPORTSTMNT02_3053311,5,Jelly
ESPORTSTMNT02_3053311,6,Kingen
ESPORTSTMNT02_3053311,7,Pyosik
ESPORTSTMNT02_3053311,8,Zeka
ESPORTSTMNT02_3053311,9,Deft
ESPORTSTMNT02_3053311,10,BeryL
ESPORTSTMNT02_3056381,1,Breathe
ESPORTSTMNT02_3056381,2,Wei
ESPORTSTMNT02_3056381,3,Xiaohu
ESPORTSTMNT02_3056381,4,GALA
ESPORTSTMNT02_3056381,5,Ming
ESPORTSTMNT02_3056381,6,Rest
ESPORTSTMNT02_3056381,7,Gemini
ESPORTSTMNT02_3056381,8,Mission
ESPORTSTMNT02_3056381,9,Shunn
ESPORTSTMNT02_3056381,10,Koala
ESPORTSTMNT02_3056394,1,Kingen
ESPORTSTMNT02_3056394,2,Pyosik
ESPORTSTMNT02_3056394,3,Zeka
ESPORTSTMNT02_3056394,4,Deft
ESPORTSTMNT02_3056394,5,BeryL
ESPORTSTMNT02_3056394,6,Wayward
ESPORTSTMNT02_3056394,7,Tian
ESPORTSTMNT02_3056394,8,knight
ESPORTSTMNT02_3056394,9,JackeyLove
ESPORTSTMNT02_3056394,10,Mark
ESPORTSTMNT02_3056626,1,369
ESPORTSTMNT02_3056626,2,Kanavi
ESPORTSTMNT02_3056626,3,Yagao
ESPORTSTMNT02_3056626,4,Hope
ESPORTSTMNT02_3056626,5,MISSING
ESPORTSTMNT02_3056626,6,BrokenBlade
ESPORTSTMNT02_3056626,7,Jankos
ESPORTSTMNT02_3056626,8,Caps
ESPORTSTMNT02_3056626,9,Flakked
ESPORTSTMNT02_3056626,10,Targamas
ESPORTSTMNT02_3056652,1,Odoamne
ESPORTSTMNT02_3056652,2,Malrang
ESPORTSTMNT02_3056652,3,Larssen
ESPORTSTMNT02_3056652,4,Comp
ESPORTSTMNT02_3056652,5,Trymbi
ESPORTSTMNT02_3056652,6,Wayward
ESPORTSTMNT02_3056652,7,Tian
ESPORTSTMNT02_3056652,8,knight
ESPORTSTMNT02_3056652,9,JackeyLove
ESPORTSTMNT02_3056652,10,Mark
ESPORTSTMNT02_3056673,1,Nuguri
ESPORTSTMNT02_3056673,2,Canyon
ESPORTSTMNT02_3056673,3,ShowMaker
ESPORTSTMNT02_3056673,4,deokdam
ESPORTSTMNT02_3056673,5,Kellin
ESPORTSTMNT02_3056673,6,Impact
ESPORTSTMNT02_3056673,7,Inspired
ESPORTSTMNT02_3056673,8,Jojopyun
ESPORTSTMNT02_3056673,9,Kaori
ESPORTSTMNT02_3056673,10,VULCAN
ESPORTSTMNT02_3056681,1,Ssumday
ESPORTSTMNT02_3056681,2,Closer
ESPORTSTMNT02_3056681,3,Abbedagge
ESPORTSTMNT02_3056681,4,FBI
ESPORTSTMNT02_3056681,5,huhi
ESPORTSTMNT02_3056681,6,Breathe
ESPORTSTMNT02_3056681,7,Wei
ESPORTSTMNT02_3056681,8,Xiaohu
ESPORTSTMNT02_3056681,9,GALA
ESPORTSTMNT02_3056681,10,Ming
ESPORTSTMNT02_3056705,1,Doran
ESPORTSTMNT02_3056705,2,Peanut
ESPORTSTMNT02_3056705,3,Chovy
ESPORTSTMNT02_3056705,4,Ruler
ESPORTSTMNT02_3056705,5,Lehends
ESPORTSTMNT02_3056705,6,Rest
ESPORTSTMNT02_3056705,7,Gemini
ESPORTSTMNT02_3056705,8,Mission
ESPORTSTMNT02_3056705,9,Shunn
ESPORTSTMNT02_3056705,10,Koala
ESPORTSTMNT02_3056721,1,Kiaya
ESPORTSTMNT02_3056721,2,Levi
ESPORTSTMNT02_3056721,3,Kati
ESPORTSTMNT02_3056721,4,Sty1e
ESPORTSTMNT02_3056721,5,Bie
ESPORTSTMNT02_3056721,6,Kingen
ESPORTSTMNT02_3056721,7,Pyosik
ESPORTSTMNT02_3056721,8,Zeka
ESPORTSTMNT02_3056721,9,Deft
ESPORTSTMNT02_3056721,10,BeryL
ESPORTSTMNT02_3057453,1,Wunder
ESPORTSTMNT02_3057453,2,Razork
ESPORTSTMNT02_3057453,3,Humanoid
ESPORTSTMNT02_3057453,4,Upset
ESPORTSTMNT02_3057453,5,Hylissang
ESPORTSTMNT02_3057453,6,Fudge
ESPORTSTMNT02_3057453,7,Blaber
ESPORTSTMNT02_3057453,8,Jensen
ESPORTSTMNT02_3057453,9,Berserker
ESPORTSTMNT02_3057453,10,Zven
ESPORTSTMNT02_3057478,1,Zeus
ESPORTSTMNT02_3057478,2,Oner
ESPORTSTMNT02_3057478,3,Faker
ESPORTSTMNT02_3057478,4,Gumayusi
ESPORTSTMNT02_3057478,5,Keria
ESPORTSTMNT02_3057478,6,Wunder
ESPORTSTMNT02_3057478,7,Razork
ESPORTSTMNT02_3057478,8,Humanoid
ESPORTSTMNT02_3057478,9,Upset
ESPORTSTMNT02_3057478,10,Hylissang
ESPORTSTMNT02_3057490,1,Fudge
ESPORTSTMNT02_3057490,2,Blaber
ESPORTSTMNT02_3057490,3,Jensen
ESPORTSTMNT02_3057490,4,Berserker
ESPORTSTMNT02_3057490,5,Zven
ESPORTSTMNT02_3057490,6,Flandre
ESPORTSTMNT02_3057490,7,Jiejie
ESPORTSTMNT02_3057490,8,Scout
ESPORTSTMNT02_3057490,9,Viper
ESPORTSTMNT02_3057490,10,Meiko
ESPORTSTMNT02_3057502,1,Wunder
ESPORTSTMNT02_3057502,2,Razork
ESPORTSTMNT02_3057502,3,Humanoid
ESPORTSTMNT02_3057502,4,Upset
ESPORTSTMNT02_3057502,5,Hylissang
ESPORTSTMNT02_3057502,6,Flandre
ESPORTSTMNT02_3057502,7,Jiejie
ESPORTSTMNT02_3057502,8,Scout
ESPORTSTMNT02_3057502,9,Viper
ESPORTSTMNT02_3057502,10,Meiko
ESPORTSTMNT02_3057505,1,Zeus
ESPORTSTMNT02_3057505,2,Oner
ESPORTSTMNT02_3057505,3,Faker
ESPORTSTMNT02_3057505,4,Gumayusi
ESPORTSTMNT02_3057505,5,Keria
ESPORTSTMNT02_3057505,6,Fudge
ESPORTSTMNT02_3057505,7,Blaber
ESPORTSTMNT02_3057505,8,Jensen
ESPORTSTMNT02_3057505,9,Berserker
ESPORTSTMNT02_3057505,10,Zven
ESPORTSTMNT02_3057516,1,Flandre
ESPORTSTMNT02_3057516,2,Jiejie
ESPORTSTMNT02_3057516,3,Scout
ESPORTSTMNT02_3057516,4,Viper
ESPORTSTMNT02_3057516,5,Meiko
ESPORTSTMNT02_3057516,6,Zeus
ESPORTSTMNT02_3057516,7,Oner
ESPORTSTMNT02_3057516,8,Faker
ESPORTSTMNT02_3057516,9,Gumayusi
ESPORTSTMNT02_3057516,10,Keria
ESPORTSTMNT02_3057653,1,BrokenBlade
ESPORTSTMNT02_3057653,2,Jankos
ESPORTSTMNT02_3057653,3,Caps
ESPORTSTMNT02_3057653,4,Flakked
ESPORTSTMNT02_3057653,5,Targamas
ESPORTSTMNT02_3057653,6,Impact
ESPORTSTMNT02_3057653,7,Inspired
ESPORTSTMNT02_3057653,8,Jojopyun
ESPORTSTMNT02_3057653,9,Kaori
ESPORTSTMNT02_3057653,10,VULCAN
ESPORTSTMNT02_3057673,1,Impact
ESPORTSTMNT02_3057673,2,Inspired
ESPORTSTMNT02_3057673,3,Jojopyun
ESPORTSTMNT02_3057673,4,Kaori
ESPORTSTMNT02_3057673,5,VULCAN
ESPORTSTMNT02_3057673,6,369
ESPORTSTMNT02_3057673,7,Kanavi
ESPORTSTMNT02_3057673,8,Yagao
ESPORTSTMNT02_3057673,9,Hope
ESPORTSTMNT02_3057673,10,MISSING
ESPORTSTMNT02_3057686,1,Nuguri
ESPORTSTMNT02_3057686,2,Canyon
ESPORTSTMNT02_3057686,3,ShowMaker
ESPORTSTMNT02_3057686,4,deokdam
ESPORTSTMNT02_3057686,5,Kellin
ESPORTSTMNT02_3057686,6,BrokenBlade
ESPORTSTMNT02_3057686,7,Jankos
ESPORTSTMNT02_3057686,8,Caps
ESPORTSTMNT02_3057686,9,Flakked
ESPORTSTMNT02_3057686,10,Targamas
ESPORTSTMNT02_3057715,1,BrokenBlade
ESPORTSTMNT02_3057715,2,Jankos
ESPORTSTMNT02_3057715,3,Caps
ESPORTSTMNT02_3057715,4,Flakked
ESPORTSTMNT02_3057715,5,Targamas
ESPORTSTMNT02_3057715,6,369
ESPORTSTMNT02_3057715,7,Kanavi
ESPORTSTMNT02_3057715,8,Yagao
ESPORTSTMNT02_3057715,9,Hope
ESPORTSTMNT02_3057715,10,MISSING
ESPORTSTMNT02_3057724,1,Impact
ESPORTSTMNT02_3057724,2,Inspired
ESPORTSTMNT02_3057724,3,Jojopyun
ESPORTSTMNT02_3057724,4,Kaori
ESPORTSTMNT02_3057724,5,VULCAN
ESPORTSTMNT02_3057724,6,Nuguri
ESPORTSTMNT02_3057724,7,Canyon
ESPORTSTMNT02_3057724,8,ShowMaker
ESPORTSTMNT02_3057724,9,deokdam
ESPORTSTMNT02_3057724,10,Kellin
ESPORTSTMNT02_3057747,1,369
ESPORTSTMNT02_3057747,2,Kanavi
ESPORTSTMNT02_3057747,3,Yagao
ESPORTSTMNT02_3057747,4,Hope
ESPORTSTMNT02_3057747,5,MISSING
ESPORTSTMNT02_3057747,6,Nuguri
ESPORTSTMNT02_3057747,7,Canyon
ESPORTSTMNT02_3057747,8,ShowMaker
ESPORTSTMNT02_3057747,9,deokdam
ESPORTSTMNT02_3057747,10,Kellin
ESPORTSTMNT02_3057859,1,Odoamne
ESPORTSTMNT02_3057859,2,Malrang
ESPORTSTMNT02_3057859,3,Larssen
ESPORTSTMNT02_3057859,4,Comp
ESPORTSTMNT02_3057859,5,Trymbi
ESPORTSTMNT02_3057859,6,Kiaya
ESPORTSTMNT02_3057859,7,Levi
ESPORTSTMNT02_3057859,8,Kati
ESPORTSTMNT02_3057859,9,Sty1e
ESPORTSTMNT02_3057859,10,Bie
ESPORTSTMNT02_3057882,1,Kiaya
ESPORTSTMNT02_3057882,2,Levi
ESPORTSTMNT02_3057882,3,Kati
ESPORTSTMNT02_3057882,4,Sty1e
ESPORTSTMNT02_3057882,5,Bie
ESPORTSTMNT02_3057882,6,Wayward
ESPORTSTMNT02_3057882,7,Tian
ESPORTSTMNT02_3057882,8,knight
ESPORTSTMNT02_3057882,9,JackeyLove
ESPORTSTMNT02_3057882,10,Mark
ESPORTSTMNT02_3057894,1,Kingen
ESPORTSTMNT02_3057894,2,Pyosik
ESPORTSTMNT02_3057894,3,Zeka
ESPORTSTMNT02_3057894,4,Deft
ESPORTSTMNT02_3057894,5,BeryL
ESPORTSTMNT02_3057894,6,Odoamne
ESPORTSTMNT02_3057894,7,Malrang
ESPORTSTMNT02_3057894,8,Larssen
ESPORTSTMNT02_3057894,9,Comp
ESPORTSTMNT02_3057894,10,Trymbi
ESPORTSTMNT02_3057911,1,Kingen
ESPORTSTMNT02_3057911,2,Pyosik
ESPORTSTMNT02_3057911,3,Zeka
ESPORTSTMNT02_3057911,4,Deft
